L,M,H
484.3342611257372,501.1,517.8657388742629
552.863388361192,662.0,771.136611638808
700.3115292268488,818.05,935.7884707731511
801.7488532190526,883.5,965.2511467809474
868.2168061726168,917.0,965.7831938273832
897.1833372549027,932.6,968.0166627450974
913.2880174592557,946.05,978.8119825407442
931.2138643166139,955.55,979.886135683386
936.7681841895555,958.55,980.3318158104444
947.7228635145214,966.3,984.8771364854786
957.0622014810941,973.55,990.0377985189058
966.3840027542777,976.55,986.7159972457222
970.1015556631165,981.35,992.5984443368835
971.0924132838463,982.3,993.5075867161536
973.7417521195798,983.9,994.0582478804201
975.036913822645,984.5,993.963086177355
978.8847702405842,987.1,995.3152297594158
978.8970243365756,987.3,995.7029756634244
979.7489198251133,987.85,995.9510801748868
980.7729459175059,989.75,998.7270540824941
982.4966674070753,990.0,997.5033325929247
984.1176927091662,990.75,997.3823072908338
979.2007853726078,988.75,998.2992146273922
985.0853751400454,990.05,995.0146248599546
986.5725565330088,991.05,995.5274434669911
986.19955753946,991.85,997.5004424605401
987.0401612929475,992.0,996.9598387070525
987.4513588963608,992.05,996.6486411036391
987.8943218456142,992.3,996.7056781543857
989.2542230954044,993.1,996.9457769045956
989.7698348389531,993.1,996.430165161047
991.2613872124741,994.0,996.7386127875259
990.6436509002024,993.6,996.5563490997977
991.3332271783902,993.95,996.5667728216099
992.6726865067609,994.7,996.7273134932392
991.575606867617,994.15,996.7243931323829
991.3104393709382,993.7,996.0895606290619
989.7853257842196,993.2,996.6146742157805
990.2023085122091,993.45,996.697691487791
989.249013285984,993.05,996.8509867140159
989.7551629612759,992.9,996.044837038724
991.5392309030672,993.75,995.9607690969328
991.8776251583636,993.9,995.9223748416364
991.5420937514439,994.55,997.557906248556
991.1290079735662,993.7,996.2709920264339
991.6735530722956,994.05,996.4264469277043
990.9020008006191,993.4,995.8979991993808
991.5701618752307,994.35,997.1298381247693
991.295287209511,993.95,996.6047127904891
990.2381823957589,993.1,995.9618176042411
992.4533814686977,994.3,996.1466185313022
991.5420937514439,994.55,997.557906248556
991.9141889293567,994.55,997.1858110706432
990.9587627977693,993.95,996.9412372022308
990.7151156321144,993.85,996.9848843678857
990.6676266718149,993.85,997.0323733281851
989.6621077663358,992.65,995.6378922336642
990.447223445922,993.6,996.7527765540781
991.7112127950288,995.05,998.3887872049711
991.395287209489,994.05,996.7047127905109
992.2228458942944,994.4,996.5771541057055
992.0318395421486,994.45,996.8681604578514
989.2642692054013,993.9,998.5357307945986
991.4150566758568,993.4,995.3849433241431
991.9524049584171,994.55,997.1475950415828
991.542933948916,994.2,996.8570660510841
989.4378676657544,993.05,996.6621323342455
989.6983337960378,992.7,995.7016662039623
992.9025015644585,994.9,996.8974984355415
991.9773658733976,994.75,997.5226341266024
991.1862395431349,994.1,997.0137604568652
993.1560911085351,995.0,996.8439088914649
991.0392309030672,993.25,995.4607690969328
992.6811897391005,994.95,997.2188102608995
991.6937581169133,994.1,996.5062418830868
992.6811897391005,994.95,997.2188102608995
990.857212206082,993.8,996.742787793918
992.2375516537822,993.75,995.2624483462178
991.5090297600838,994.55,997.5909702399161
990.7698348389356,994.1,997.4301651610645
991.6833874464534,994.25,996.8166125535466
990.2942371558338,992.9,995.5057628441662
992.2941938863047,994.45,996.6058061136954
991.71535423519,994.15,996.5846457648099
991.5469314764601,994.4,997.2530685235398
991.7341366628079,994.5,997.2658633371921
990.79912294198,993.65,996.5008770580199
991.1956174047273,994.05,996.9043825952726
990.8344553097492,994.3,997.7655446902507
993.005270467859,994.9,996.794729532141
991.0356893108078,994.1,997.1643106891922
991.3964308462481,994.2,997.003569153752
991.0891559983236,993.4,995.7108440016764
991.9631683513671,993.95,995.936831648633
990.9800793663338,993.5,996.0199206336662
990.0427005050037,993.3,996.5572994949962
989.7262220290605,993.05,996.3737779709394
991.634547754353,994.15,996.665452245647
990.7442358807837,994.0,997.2557641192163
991.8281585811176,994.3,996.7718414188823
991.190016611371,994.2,997.2099833886291
