L,M,H
492.16540064103555,505.55,518.9345993589644
590.5366566433729,689.75,788.9633433566271
773.8553146665448,859.7,945.5446853334553
854.4626469108711,910.3,966.1373530891289
892.8984036085353,932.05,971.2015963914646
917.8760501554232,945.55,973.2239498445767
931.4196590934461,954.3,977.1803409065539
940.6034180172874,960.35,980.0965819827127
948.9482603872748,968.35,987.7517396127253
953.9455975934728,970.7,987.4544024065273
963.1175794995655,976.05,988.9824205004344
967.0043787637617,977.85,988.6956212362384
969.4358428773398,979.95,990.4641571226603
975.8516306274581,982.75,989.6483693725419
979.0011905605593,987.4,995.7988094394407
979.8829220423628,987.65,995.4170779576372
983.282504793346,989.15,995.017495206654
986.0125195925217,990.0,993.9874804074783
984.0016395646089,990.1,996.1983604353911
989.1698214337401,992.25,995.3301785662599
987.4734680447639,991.35,995.2265319552362
987.9590698931707,991.4,994.8409301068292
989.950409863597,993.0,996.049590136403
989.92124060835,992.5,995.07875939165
988.8532157630302,992.35,995.8467842369698
990.8875277779299,993.7,996.5124722220702
989.5602631692874,992.6,995.6397368307126
991.7458374587521,993.85,995.9541625412479
990.3763214221567,993.45,996.5236785778434
990.8862106692806,993.25,995.6137893307194
992.0735530723691,994.45,996.826446927631
991.354504057299,993.85,996.3454959427011
990.8448163905209,993.5,996.1551836094791
991.5068287800677,993.7,995.8931712199324
992.1654764940242,994.5,996.8345235059758
991.3480778703913,993.3,995.2519221296086
992.3773889229233,994.6,996.8226110770768
992.0231802546523,994.6,997.1768197453478
991.9023823036541,994.0,996.0976176963459
992.7375337840235,995.05,997.3624662159764
991.013670341489,993.75,996.486329658511
992.203335806163,994.45,996.6966641938371
991.9846606338818,994.6,997.2153393661182
992.7480778704212,994.7,996.6519221295789
990.9077912675294,993.15,995.3922087324705
992.7639320225002,995.0,997.2360679774998
993.2679491924312,995.0,996.7320508075688
991.9023823036541,994.0,996.0976176963459
990.5350344565321,993.8,997.0649655434678
990.5856016251676,992.85,995.1143983748325
992.292869249415,994.4,996.5071307505849
991.1241823679419,993.8,996.475817632058
991.6845886382229,994.45,997.2154113617772
992.1316279835576,994.25,996.3683720164424
992.0,994.0,996.0
991.5318395421486,993.95,996.3681604578514
992.6528427457514,994.85,997.0471572542486
992.9506098468195,995.0,997.0493901531805
991.6431367759692,993.65,995.6568632240308
991.0904023298717,993.7,996.3095976701284
990.6978271133456,993.0,995.3021728866544
992.3038499544032,994.25,996.1961500455968
991.4717253830913,994.05,996.6282746169086
991.6978271133456,994.0,996.3021728866544
991.8420347755273,994.2,996.5579652244728
991.8689508437407,994.3,996.7310491562592
991.2209891901992,993.95,996.6790108098008
990.7734508099103,993.8,996.8265491900896
991.5877640976008,994.25,996.9122359023992
990.839372766308,993.55,996.2606272336919
992.2375337839983,994.55,996.8624662160016
991.9646428928643,993.75,995.5353571071357
989.8123199641963,992.85,995.8876800358038
991.8345477543993,994.35,996.8654522456007
990.3366685736006,993.25,996.1633314263994
992.0705847463405,994.55,997.0294152536594
991.5305754625016,994.05,996.5694245374983
992.0041702898598,994.4,996.7958297101402
992.1654764940242,994.5,996.8345235059758
991.8886655612736,994.1,996.3113344387265
992.4543167704909,993.9,995.3456832295091
992.2482961143887,994.45,996.6517038856114
992.1932555372034,994.05,995.9067444627965
991.7092751905869,994.4,997.090724809413
992.1025015644585,994.1,996.0974984355415
990.680262185168,993.35,996.0197378148321
991.1297465585607,993.3,995.4702534414392
990.6921970135251,993.9,997.1078029864749
990.7226496087892,993.25,995.7773503912108
990.606612022414,993.25,995.893387977586
992.208712152522,994.5,996.791287847478
991.8890536154622,993.95,996.0109463845379
992.7535750803294,994.5,996.2464249196706
991.2679491924312,993.0,994.7320508075688
991.2689508437886,993.7,996.1310491562115
991.1308689281963,993.95,996.7691310718038
991.6817223454643,994.7,997.7182776545358
992.5619643513012,994.75,996.9380356486988
990.9728942549025,993.2,995.4271057450976
990.8209891901779,993.55,996.279010809822
991.1615989882391,993.85,996.5384010117609
