L,M,H
482.9076444732743,494.35,505.79235552672577
454.8191452261847,520.1,585.3808547738154
418.8717972887573,530.4,641.9282027112426
387.28936625319636,516.6,645.9106337468037
360.73403702174414,506.0,651.2659629782559
349.72039311457644,505.4,661.0796068854236
341.89986997982373,514.95,688.0001300201764
315.68365871173336,521.0,726.3163412882666
301.76038442725235,526.25,750.7396155727477
327.4997187853298,549.75,772.0002812146702
337.0444844983974,548.95,760.8555155016027
340.6436644370252,555.9,771.1563355629747
344.89531977122397,550.55,756.2046802287759
345.8505138574228,562.35,778.8494861425772
352.65082193441214,579.25,805.8491780655879
400.5891358187233,613.45,826.3108641812768
430.9952680748685,625.95,820.9047319251316
444.3621602691683,637.3,830.2378397308316
467.34413531985757,655.55,843.7558646801424
466.14430205770964,666.0,865.8556979422904
457.54550044602036,648.4,839.2544995539796
431.06534989698093,646.45,861.8346501030192
416.7163427609777,632.4,848.0836572390223
421.1447547846897,638.25,855.3552452153103
410.3789764854969,634.9,859.4210235145031
395.58546144717286,628.25,860.9145385528271
379.88853516932284,626.3,872.7114648306771
360.3584895722183,632.6,904.8415104277817
399.70239882676105,652.95,906.197601173239
408.3871437323569,666.05,923.712856267643
441.1414889720911,689.5,937.8585110279089
478.1186282154888,705.05,931.9813717845111
466.23425822563127,704.7,943.1657417743688
441.97853020242263,696.3,950.6214697975772
446.94217095461295,704.8,962.657829045387
470.75207039159113,720.1,969.4479296084089
448.3025740863442,718.3,988.2974259136557
451.1608528226573,723.55,995.9391471773426
464.3794038517861,734.95,1005.520596148214
468.2522264842366,736.05,1003.8477735157633
502.72253707515966,752.3,1001.8774629248403
523.3296477042592,757.65,991.9703522957408
520.3590479459698,754.8,989.2409520540301
568.0971425429557,782.45,996.8028574570444
578.7571996020686,790.05,1001.3428003979313
561.4395546954994,788.7,1015.9604453045007
577.3088071337852,790.2,1003.0911928662149
614.1144333984955,805.85,997.5855666015045
645.3370128260076,827.35,1009.3629871739925
656.3870292327309,835.45,1014.5129707672692
663.4612235623947,843.1,1022.7387764376053
634.6148577842907,828.95,1023.2851422157094
653.8163195995973,840.7,1027.583680400403
651.3225781711944,841.65,1031.9774218288055
673.6052101600721,852.1,1030.594789839928
699.9532873088566,864.6,1029.2467126911433
710.0916035186971,867.9,1025.708396481303
717.0808155310874,870.6,1024.1191844689126
764.2064956276181,896.6,1028.993504372382
750.4417521807568,892.15,1033.8582478192432
778.2506905050197,910.4,1042.5493094949802
759.5036082921644,905.0,1050.4963917078358
762.6303794283523,903.5,1044.3696205716478
759.4216919133739,904.05,1048.678308086626
758.9173871267978,904.85,1050.7826128732022
755.4933357388779,903.3,1051.106664261122
751.6157755165743,902.95,1054.2842244834258
750.045876089278,901.3,1052.554123910722
701.0447885110281,878.3,1055.5552114889717
738.306163231342,900.15,1061.993836768658
739.0140549137319,901.05,1063.085945086268
750.479874813568,904.65,1058.820125186432
739.749212299237,903.2,1066.650787700763
754.1509002339292,905.5,1056.8490997660708
739.6421918602288,907.9,1076.157808139771
787.8228226908072,919.15,1050.4771773091927
748.1119459175317,900.25,1052.3880540824682
756.4040350244836,905.1,1053.7959649755164
737.8549372821876,897.1,1056.3450627178124
682.71674497128,876.05,1069.3832550287198
664.1580715525096,869.35,1074.5419284474906
697.4348096440888,884.65,1071.8651903559112
698.8254236427916,882.5,1066.1745763572085
711.6782057592058,884.9,1058.121794240794
705.8535469609792,888.05,1070.2464530390207
743.4602724899663,904.2,1064.9397275100337
751.3304509672362,907.55,1063.7695490327637
756.1516732053524,909.3,1062.4483267946475
747.2378592072668,904.05,1060.8621407927333
780.5367637134298,914.55,1048.5632362865701
795.2461484908849,919.55,1043.853851509115
794.1740738030346,920.7,1047.2259261969655
780.0092650792485,914.65,1049.2907349207514
789.7785048384908,915.05,1040.3214951615091
812.121554869997,927.05,1041.978445130003
846.3630126373013,944.05,1041.7369873626988
848.0439985822609,941.15,1034.256001417739
854.7440431667625,944.35,1033.9559568332377
831.5865110571431,937.05,1042.5134889428568
853.8935927768484,945.2,1036.5064072231517
821.2224709390053,937.25,1053.2775290609945
