L,M,H
497.36595686844964,507.15,516.9340431315503
572.3625890649295,678.5,784.6374109350705
750.7010215109868,843.7,936.6989784890133
837.934232782229,899.7,961.4657672177711
885.9669044714079,926.85,967.7330955285921
910.3337481175477,939.8,969.2662518824523
926.0982284082389,951.5,976.9017715917611
935.9739334729827,957.95,979.9260665270174
945.4132321452272,964.3,983.1867678547727
947.7402201636282,965.0,982.2597798363718
955.8827308325441,972.25,988.6172691674559
958.2258943020616,973.95,989.6741056979384
965.1092190192321,977.85,990.5907809807679
973.8786862363752,982.1,990.3213137636249
975.4662199436134,983.55,991.6337800563865
978.2110139186437,986.15,994.0889860813562
980.1931403304002,987.85,995.5068596695999
979.1507669072462,987.3,995.4492330927537
984.8861289265391,990.3,995.7138710734608
983.514424412174,989.4,995.285575587826
987.8264075471786,991.6,995.3735924528214
985.0704969824487,990.0,994.9295030175513
985.7211608646951,990.2,994.678839135305
986.9781072309103,991.1,995.2218927690898
990.565301005059,992.6,994.634698994941
987.7707143601192,991.2,994.6292856398809
991.3559303075062,993.25,995.1440696924938
988.8332469786834,992.05,995.2667530213165
990.1429339488722,992.8,995.4570660511278
990.8304434551542,994.1,997.3695565448459
991.4900199203885,994.0,996.5099800796115
991.8776251583636,993.9,995.9223748416364
990.4521938268024,993.3,996.1478061731975
990.9305754625478,993.45,995.9694245374523
991.5167288565768,993.75,995.9832711434232
990.1788890966485,993.15,996.1211109033515
991.8100251257669,993.8,995.789974874233
992.0412966855272,994.2,996.3587033144729
991.9025015644585,993.9,995.8974984355415
992.2924415545932,993.95,995.6075584454069
992.420924549319,994.8,997.1790754506809
991.615855631846,993.5,995.384144368154
990.8520498691682,993.9,996.9479501308317
992.292869249415,994.4,996.5071307505849
990.6528427457514,992.85,995.0471572542486
991.928901122323,994.25,996.571098877677
992.9193265423897,994.85,996.7806734576103
990.2193024198808,992.8,995.3806975801191
991.60000000002,993.7,995.7999999999801
991.3632135633209,994.1,996.8367864366792
992.2689508437886,994.7,997.1310491562115
991.4633357108735,993.8,996.1366642891264
991.3410903291291,993.45,995.558909670871
989.9292857857286,993.5,997.0707142142714
991.1949032605685,993.65,996.1050967394315
991.2222077169124,993.35,995.4777922830876
991.8723636606131,994.6,997.3276363393869
990.9332271783678,993.55,996.1667728216321
992.5167333344078,994.6,996.6832666655922
991.5356819164749,993.9,996.264318083525
990.1957657506492,993.15,996.1042342493507
991.1808398292386,993.8,996.4191601707613
991.1529089446177,993.3,995.4470910553822
991.1308689281963,993.95,996.7691310718038
990.0420937514439,993.05,996.057906248556
990.7359784590824,993.15,995.5640215409176
991.6100287358788,993.35,995.0899712641212
992.0939114804958,994.15,996.2060885195042
992.4223611165605,994.2,995.9776388834396
991.4616970714641,993.7,995.938302928536
991.2071519912379,994.0,996.7928480087621
991.8209245493435,994.2,996.5790754506565
992.8203004485576,995.15,997.4796995514423
993.2711241430906,995.45,997.6288758569095
992.9757185094755,995.15,997.3242814905244
992.5297465585876,994.7,996.8702534414125
992.3904976890382,994.5,996.6095023109618
991.5908334745076,994.05,996.5091665254923
991.4524049583947,994.05,996.6475950416052
992.0287684822983,994.1,996.1712315177017
991.3180652707952,993.8,996.2819347292047
992.5458374587245,994.65,996.7541625412755
990.8027286264181,993.55,996.2972713735818
991.2071519912379,994.0,996.7928480087621
991.7810379899605,993.9,996.0189620100394
991.7356819164995,994.1,996.4643180835005
990.8147485331845,993.35,995.8852514668156
990.8359450078015,993.6,996.3640549921986
992.0112503203706,994.45,996.8887496796295
991.9100287358788,993.65,995.3899712641212
991.1946868573154,993.55,995.9053131426845
990.0759001296545,993.2,996.3240998703455
992.2919563549148,993.85,995.4080436450853
991.7160119965763,994.05,996.3839880034236
992.9390061367418,994.65,996.3609938632582
991.3732148926829,994.0,996.6267851073171
991.9025015644585,993.9,995.8974984355415
991.779256312645,994.2,996.6207436873551
991.3195563475775,994.25,997.1804436524225
991.8228859904842,993.45,995.0771140095159
990.5203004485577,992.85,995.1796995514424
