L,M,H
491.25789189680506,503.45,515.6421081031949
567.8908737261521,682.4,796.9091262738478
669.6771289536657,810.15,950.6228710463342
695.7204267969412,843.8,991.8795732030587
702.1577384863548,854.8,1007.4422615136451
708.5554142564474,866.7,1024.8445857435527
707.5386529355069,869.15,1030.761347064493
715.5029393925521,877.95,1040.397060607448
715.7361437883692,880.2,1044.663856211631
722.5649684980255,885.65,1048.7350315019746
719.4636267787366,887.6,1055.7363732212634
724.8341631412341,890.2,1055.565836858766
726.0851179238609,892.4,1058.714882076139
729.2272640027921,895.0,1060.7727359972077
735.9185847212966,899.35,1062.7814152787034
735.6271190757036,900.35,1065.0728809242964
738.0173261404107,902.5,1066.9826738595893
739.9489392586239,903.75,1067.5510607413762
739.6764464592114,904.95,1070.2235535407885
745.0616496326269,907.4,1069.7383503673732
744.2562501201229,906.85,1069.443749879877
744.6902453144075,907.95,1071.2097546855925
748.8783068609321,910.0,1071.121693139068
748.918678802431,908.85,1068.781321197569
748.9329807729234,910.45,1071.9670192270767
750.3086510769551,910.4,1070.4913489230448
751.7369635307293,911.2,1070.6630364692708
749.9690859841273,911.4,1072.8309140158726
748.2435274628182,911.05,1073.8564725371816
752.2429843725836,913.85,1075.4570156274165
750.9441870458586,913.3,1075.6558129541413
756.0284747816072,914.4,1072.7715252183928
756.8387948715214,914.25,1071.6612051284787
755.4200643614466,913.9,1072.3799356385534
759.393528417646,915.85,1072.306471582354
753.6257501966104,914.0,1074.3742498033896
751.2064776124596,913.3,1075.3935223875403
753.0875709282459,912.8,1072.512429071754
750.9594611971401,912.8,1074.6405388028597
748.8630317023091,912.4,1075.9369682976908
753.2028500871223,914.6,1075.9971499128778
753.993516340517,914.4,1074.806483659483
755.6178581419589,915.2,1074.782141858041
748.4014058740113,912.0,1075.5985941259887
751.8291809882668,912.45,1073.0708190117334
757.0282565029523,914.5,1071.9717434970476
760.2605905826972,915.7,1071.1394094173029
757.8482914905244,915.15,1072.4517085094756
759.2580860963761,915.85,1072.441913903624
756.0206212056742,914.1,1072.1793787943259
757.730072574017,915.5,1073.269927425983
759.1344524760136,916.0,1072.8655475239864
760.3734010540843,915.75,1071.1265989459157
754.4843914686755,913.7,1072.9156085313246
761.5220362764298,917.05,1072.57796372357
760.0278441101357,916.6,1073.1721558898644
764.1804699916053,917.8,1071.4195300083948
759.4810433483204,915.9,1072.3189566516796
761.1833021156688,916.9,1072.6166978843312
765.1991530967993,918.7,1072.2008469032007
762.9699511105432,917.4,1071.8300488894567
762.4601533110783,917.7,1072.9398466889218
765.1369510591824,918.7,1072.2630489408177
765.4109097776359,918.25,1071.0890902223641
769.8384203599336,920.0,1070.1615796400663
769.1680599198677,917.9,1066.6319400801322
765.1860608452228,918.0,1070.8139391547772
769.7424619575203,920.15,1070.5575380424798
774.843944907399,922.45,1070.0560550926011
770.56271793226,920.05,1069.5372820677399
769.1007656477564,919.3,1069.4992343522435
776.3476390988118,921.95,1067.5523609011882
771.2738818801208,920.8,1070.326118119879
769.9025807747596,920.05,1070.1974192252403
775.953280541111,922.65,1069.346719458889
781.9726254837901,923.45,1064.92737451621
781.9268390872987,924.15,1066.3731609127012
778.4782760635114,922.8,1067.1217239364885
775.7254984605454,921.8,1067.8745015394545
775.5444927828717,922.4,1069.2555072171283
780.2261895457129,923.4,1066.573810454287
780.2362306527314,923.95,1067.6637693472687
779.7451984657819,922.15,1064.554801534218
785.3049055442901,925.45,1065.5950944557098
785.7937233929948,926.0,1066.2062766070053
781.0292264924378,923.95,1066.8707735075623
778.7238758491205,923.0,1067.2761241508795
783.9339727614838,924.25,1064.5660272385162
782.6107372466264,925.1,1067.5892627533735
778.056215838946,923.85,1069.643784161054
783.1074089006032,925.5,1067.892591099397
784.1430420422703,926.25,1068.3569579577297
787.4291458910106,927.4,1067.3708541089893
790.9794027402196,930.45,1069.9205972597804
800.0875799561358,933.95,1067.8124200438642
797.6973138466668,932.65,1067.6026861533333
803.908810364693,935.0,1066.091189635307
799.7258364252074,934.6,1069.4741635747928
796.4342879227404,933.2,1069.9657120772597
801.1296972076299,935.05,1068.97030279237
803.8910433870786,936.2,1068.5089566129213
