L,M,H
485.6676429866775,501.6,517.5323570133226
435.3676179171258,498.15,560.9323820828741
391.0876532028876,460.95,530.8123467971124
410.61416829273327,497.95,585.2858317072667
402.27777451938755,497.0,591.7222254806125
401.073455177094,527.1,653.126544822906
407.80556303868303,558.35,708.8944369613171
437.35189069872763,588.75,740.1481093012724
398.3675904632786,586.6,774.8324095367215
398.9905097836031,595.25,791.5094902163969
369.87412691825614,590.0,810.1258730817439
401.3642755142241,618.95,836.535724485776
376.6052073722344,633.45,890.2947926277657
378.8674793546704,631.8,884.7325206453295
377.2113447836213,639.0,900.7886552163786
355.4724074111686,633.55,911.6275925888312
353.18192775663584,630.55,907.9180722433641
357.3169194347156,634.8,912.2830805652843
366.5373576211888,638.15,909.7626423788112
381.5340006372711,660.85,940.1659993627289
391.62919325003793,666.25,940.8708067499621
396.8565535682778,665.6,934.3434464317222
382.4771536214851,658.9,935.3228463785149
415.50181644990334,677.0,938.4981835500967
462.2139531632372,699.25,936.2860468367628
446.0910252875285,694.85,943.6089747124715
468.9010278134954,717.0,965.0989721865046
503.3599841873592,737.35,971.3400158126408
515.7261003407178,752.3,988.8738996592821
479.43495360126417,730.25,981.0650463987358
474.690376712613,724.35,974.0096232873871
518.700543006722,748.9,979.099456993278
527.612522312848,755.2,982.7874776871521
502.77798142412405,748.15,993.5220185758759
517.9921382317124,758.4,998.8078617682876
473.9279434627449,741.15,1008.372056537255
522.7961507994728,772.85,1022.9038492005272
574.735525015748,797.8,1020.864474984252
560.2103885823576,791.95,1023.6896114176425
596.987371793078,815.75,1034.512628206922
596.4933119179401,821.15,1045.8066880820597
575.14617906966,815.6,1056.05382093034
602.9434520742949,824.2,1045.456547925705
597.4619218039131,828.65,1059.8380781960868
571.2722914489725,817.6,1063.9277085510275
574.1455552500641,814.6,1055.054444749936
590.5365192123627,825.6,1060.6634807876374
590.7330152717672,832.65,1074.5669847282327
608.9526084746296,839.45,1069.9473915253704
622.1368584174876,841.2,1060.2631415825126
619.5898781923098,849.05,1078.5101218076902
639.5286393417819,861.15,1082.771360658218
672.013822321614,872.95,1073.886177678386
651.3871236662096,870.4,1089.4128763337903
657.4364801914112,873.7,1089.963519808589
675.9414740243244,883.4,1090.8585259756755
698.6200010179152,895.1,1091.5799989820848
725.6274906126554,898.4,1071.1725093873447
711.9611794853629,893.65,1075.338820514637
726.8485199830573,898.3,1069.7514800169427
727.7896940701182,897.6,1067.4103059298818
713.4496774639144,895.6,1077.7503225360856
727.7178976701623,907.9,1088.0821023298377
729.6109974955696,905.1,1080.5890025044305
743.8425995382097,901.1,1058.3574004617903
740.9233991800226,907.05,1073.1766008199772
749.1069542113312,908.0,1066.8930457886688
730.9469743632385,902.4,1073.8530256367615
744.6558847469852,905.45,1066.2441152530148
726.2269274032573,898.9,1071.5730725967428
740.3982966623496,906.25,1072.1017033376504
761.7195162681778,913.25,1064.7804837318222
790.5181519387094,921.9,1053.2818480612907
782.5085853858104,918.2,1053.8914146141897
778.0886883969945,919.1,1060.1113116030056
791.7390658877584,924.7,1057.6609341122416
756.5535933879601,911.35,1066.14640661204
745.5806222841487,906.6,1067.6193777158514
719.1162180933065,897.15,1075.1837819066934
746.0775636645109,903.2,1060.3224363354893
728.6062482355928,894.65,1060.6937517644071
751.7515783529316,904.6,1057.4484216470685
766.3061491138851,908.6,1050.893850886115
801.5175104224005,924.15,1046.7824895775993
807.2963202226226,927.55,1047.8036797773773
808.7611217505809,932.05,1055.338878249419
821.6213986477261,933.3,1044.9786013522737
812.940393268739,929.4,1045.859606731261
789.1769251045347,920.5,1051.8230748954654
775.0380186486905,921.0,1066.9619813513095
812.8114853646993,934.7,1056.588514635301
819.7926629257029,937.35,1054.9073370742972
836.6001664290426,941.75,1046.8998335709575
842.3629924719974,944.05,1045.7370075280026
861.0840168996651,951.5,1041.9159831003349
844.1823486763767,945.6,1047.0176513236233
848.5200070119207,948.35,1048.1799929880794
848.8318901177203,950.65,1052.4681098822798
839.0868841494951,947.55,1056.0131158505048
829.8500996457483,942.75,1055.6499003542517
838.1589511478159,942.75,1047.3410488521843
