L,M,H
485.99459538405034,504.5,523.0054046159497
486.4208339033281,501.65,516.8791660966718
478.3482584951203,500.6,522.8517415048797
476.875196494283,497.55,518.2248035057171
471.26456510202644,494.0,516.7354348979736
476.64415861309,500.4,524.15584138691
479.72273932580197,501.15,522.577260674198
484.58310129332074,498.35,512.1168987066793
480.054180362,495.9,511.74581963799994
468.8232592637942,496.65,524.4767407362058
488.12861638996293,505.15,522.171383610037
488.4390380993292,508.4,528.3609619006708
481.0060783686901,499.1,517.19392163131
485.99009665274224,507.2,528.4099033472577
481.1821276650575,505.95,530.7178723349425
476.5534349504253,498.75,520.9465650495747
471.78594774028073,496.7,521.6140522597192
480.8922322776398,506.0,531.1077677223602
475.75583408970255,498.25,520.7441659102975
479.83255309664685,501.55,523.2674469033532
477.1213106310082,499.4,521.6786893689917
490.45038580706256,506.65,522.8496141929375
483.7089807306898,510.15,536.5910192693101
479.45005747134036,501.2,522.9499425286597
478.7383091505877,496.6,514.4616908494123
479.4064664184174,502.6,525.7935335815827
485.77008178247837,503.5,521.2299182175217
473.97828975153976,493.45,512.9217102484603
484.98500562078505,505.0,525.014994379215
485.9795805181763,508.15,530.3204194818236
473.5329232616093,492.5,511.4670767383907
473.0941817640487,496.3,519.5058182359513
477.2389599426252,495.7,514.1610400573749
485.6333606110387,506.0,526.3666393889613
486.7406091180072,503.65,520.5593908819927
473.3594964085796,495.6,517.8405035914204
480.10024509951177,500.5,520.8997549004882
486.73766208162635,506.5,526.2623379183736
474.6260084023403,491.05,507.47399159765973
484.1059502634342,503.85,523.5940497365658
478.7983403061114,502.9,527.0016596938885
489.4982759645624,504.0,518.5017240354376
480.17262498676826,503.2,526.2273750132317
473.1263807801866,498.7,524.2736192198134
482.84593311365603,505.9,528.9540668863439
489.29874375824414,509.2,529.1012562417559
475.76734157881407,500.05,524.3326584211859
477.0470304280417,500.2,523.3529695719583
476.9924895870029,498.3,519.6075104129972
484.9760099607958,503.85,522.7239900392042
473.52603848365993,497.9,522.27396151634
482.5992113760861,498.45,514.3007886239138
470.299908592474,497.65,525.0000914075259
489.62734757885954,515.85,542.0726524211404
483.2737420785308,502.9,522.5262579214691
483.1521462785734,504.7,526.2478537214266
479.1033857151846,498.3,517.4966142848155
481.062888874952,500.55,520.037111125048
481.8009216785596,503.5,525.1990783214404
480.7423406021415,496.25,511.7576593978585
480.6349606845993,496.85,513.0650393154008
482.8368179212691,498.3,513.763182078731
480.6059502634342,500.35,520.0940497365658
479.9326344204206,500.6,521.2673655795794
482.3470240012238,505.45,528.5529759987761
488.23856375551503,503.0,517.7614362444849
473.4975751935259,495.15,516.802424806474
489.344946779919,507.9,526.4550532200809
471.3086622409796,492.95,514.5913377590205
475.89591386289635,496.7,517.5040861371036
479.97058788335266,504.55,529.1294121166474
472.3843496195557,492.2,512.0156503804443
475.70917076046044,496.15,516.5908292395395
483.75147063912425,505.0,526.2485293608758
482.4036990050032,500.65,518.8963009949967
486.9643261151131,502.75,518.5356738848869
482.70810337186674,504.3,525.8918966281333
489.99441703475895,509.7,529.405582965241
488.1651665847855,508.35,528.5348334152145
480.12412488538865,504.05,527.9758751146114
480.4818489915204,500.6,520.7181510084797
484.50726646158023,502.05,519.5927335384198
476.57954439858605,493.7,510.8204556014139
485.53948942281187,501.6,517.6605105771882
476.05591922418984,502.45,528.8440807758102
482.96650066483375,499.7,516.4334993351663
478.0824512879404,500.6,523.1175487120597
470.92173979891965,499.2,527.4782602010803
466.5491517985618,494.55,522.5508482014383
477.6128114636353,503.95,530.2871885363647
474.0662865855194,503.3,532.5337134144806
488.006322987935,505.4,522.7936770120649
485.246924331407,504.35,523.4530756685931
478.3933045720705,500.8,523.2066954279295
469.8817953953119,492.55,515.2182046046881
478.0364859908261,498.3,518.5635140091739
476.36096256345496,497.45,518.539037436545
481.6675173892012,504.85,528.0324826107989
478.52589979644887,501.1,523.6741002035511
469.7714901478475,499.6,529.4285098521526
466.84952007382765,495.5,524.1504799261724
