L,M,H
483.2880126825015,496.85,510.41198731749853
686.1178042855347,706.75,727.3821957144653
686.7235283804963,703.5,720.2764716195037
692.5286384349347,703.95,715.3713615650654
688.8455794064837,704.4,719.9544205935163
684.5669997132882,703.75,722.9330002867118
688.6922407177219,708.35,728.0077592822781
690.1044418260683,707.55,724.9955581739316
684.3389635841157,701.9,719.4610364158842
689.7712527483643,703.7,717.6287472516358
688.4182378286039,707.6,726.7817621713962
686.2150062552165,704.2,722.1849937447836
687.4700893409756,703.7,719.9299106590245
681.6452033245417,700.15,718.6547966754582
688.711069934493,707.45,726.1889300655071
683.5974749084852,703.4,723.2025250915148
688.1214419754606,705.25,722.3785580245394
680.6524602673655,699.45,718.2475397326346
685.10440855001,704.95,724.7955914499901
691.9536649326275,707.3,722.6463350673724
690.1566166247364,704.7,719.2433833752636
689.0517270718022,704.25,719.4482729281978
689.7739060036081,703.2,716.626093996392
690.0021914263857,702.55,715.0978085736142
690.5635860697615,709.05,727.5364139302384
685.7877589245896,705.4,725.0122410754103
683.7648926244998,706.0,728.2351073755002
688.0211842617891,701.7,715.378815738211
689.3860389639786,707.3,725.2139610360213
688.2789450368401,706.1,723.9210549631599
690.2907442662014,702.45,714.6092557337987
685.7924817025009,704.75,723.7075182974991
687.0891886171141,703.05,719.0108113828858
690.7232511946497,707.7,724.6767488053504
687.9203326295336,702.05,716.1796673704663
693.4727888226915,706.9,720.3272111773084
685.287860651517,706.3,727.3121393484829
687.9405457034115,703.15,718.3594542965884
688.6402348458552,706.95,725.2597651541449
684.6621800678408,702.0,719.3378199321592
689.3719058313427,702.2,715.0280941686574
685.5652599066897,702.35,719.1347400933104
688.8740093079775,703.7,718.5259906920226
682.5622385952341,699.0,715.4377614047659
690.7121406924382,706.15,721.5878593075618
688.7569498080195,706.2,723.6430501919806
687.1751102297059,701.35,715.5248897702942
688.7327008336499,706.3,723.86729916635
682.6577431805925,700.25,717.8422568194075
688.9089022410992,704.35,719.7910977589008
688.0137616238701,706.9,725.7862383761299
688.2254228735828,706.7,725.1745771264173
683.0093043388546,704.5,725.9906956611454
683.1825015740854,701.05,718.9174984259145
689.4705494246392,704.85,720.2294505753608
691.2043755983104,707.2,723.1956244016897
685.7510552309562,701.15,716.5489447690437
682.3385861891134,703.7,725.0614138108867
685.7750841186302,704.35,722.9249158813699
684.4743275986799,702.6,720.7256724013201
685.616332190392,700.15,714.683667809608
687.1306100258948,705.9,724.6693899741051
687.5986726183454,704.55,721.5013273816545
685.9531063530142,702.45,718.9468936469859
685.6536448410468,705.2,724.7463551589533
682.924442454986,700.3,717.6755575450139
688.0850389755469,703.8,719.514961024453
689.2928587266392,705.4,721.5071412733607
691.5335919163249,703.35,715.1664080836752
686.2419513485017,701.0,715.7580486514983
690.3680529248724,707.6,724.8319470751277
688.9449826705686,702.65,716.3550173294313
693.936667132998,705.85,717.7633328670021
689.598750048825,705.6,721.6012499511751
687.4764043542922,705.5,723.5235956457078
688.9172990422721,704.95,720.982700957728
685.0166732856778,706.0,726.9833267143222
694.7865220603688,706.85,718.9134779396312
682.9358343216985,700.15,717.3641656783014
689.16086255876,704.0,718.83913744124
688.2192457651591,700.55,712.8807542348408
684.6255867807791,702.2,719.774413219221
690.3674784315406,706.45,722.5325215684595
683.6202430572625,700.9,718.1797569427374
688.4743275986815,706.6,724.7256724013185
689.632864649335,704.45,719.2671353506651
690.0184315703638,706.15,722.2815684296362
688.0251039937024,703.05,718.0748960062975
684.7697205183663,701.05,717.3302794816336
687.7250896702433,705.15,722.5749103297567
692.7707773456978,707.5,722.2292226543022
684.5482558925545,703.9,723.2517441074455
680.3437837340847,699.45,718.5562162659154
685.4575505523003,700.85,716.2424494476998
683.6532706598034,700.85,718.0467293401966
684.4378323047489,701.6,718.7621676952512
691.6763770213497,709.15,726.6236229786502
683.9464718452825,700.6,717.2535281547175
685.206708689225,701.6,717.993291310775
686.1402664821524,700.4,714.6597335178476
691.7218122995051,705.35,718.9781877004949
