L,M,H
486.70811569299883,499.95,513.1918843070011
476.49511025767686,501.55,526.6048897423232
487.12879474268414,503.35,519.5712052573159
474.8823034891361,492.55,510.2176965108639
469.4391760911511,493.35,517.2608239088489
469.99310447302355,493.2,516.4068955269764
475.3047257655579,498.05,520.7952742344421
477.9883005198811,503.85,529.711699480119
474.74890686682403,501.05,527.351093133176
492.2096309223823,513.75,535.2903690776177
481.23047565376066,503.2,525.1695243462393
470.07671348548337,497.25,524.4232865145167
476.3237431288335,498.95,521.5762568711665
480.2394428578511,497.65,515.0605571421488
479.10653064644214,505.9,532.6934693535578
478.0630912688314,501.45,524.8369087311686
478.8440141008161,497.85,516.855985899184
478.8920421087345,503.4,527.9079578912655
480.7400780573739,503.8,526.8599219426261
478.62344823866977,504.2,529.7765517613302
490.49218154332505,511.6,532.707818456675
480.602795192818,504.75,528.897204807182
478.50440224333465,500.65,522.7955977566653
484.80436456482397,504.85,524.895635435176
492.8249396136451,508.35,523.875060386355
479.44327779259163,504.55,529.6567222074084
489.4988778368894,509.55,529.6011221631106
474.5473417888249,496.65,518.7526582111751
493.9993827254569,514.25,534.5006172745431
478.22207716904677,499.5,520.7779228309532
475.40000000000026,496.1,516.7999999999998
484.40549533512996,502.6,520.7945046648701
477.06232336214623,497.85,518.6376766378538
482.37403404689945,504.05,525.7259659531005
472.1381253981637,492.25,512.3618746018363
474.09208682715644,500.95,527.8079131728435
474.6804786740144,493.9,513.1195213259855
481.56793808263683,505.6,529.6320619173632
475.3673634458467,495.3,515.2326365541533
480.6738519099123,500.0,519.3261480900877
476.40920169342246,501.4,526.3907983065775
488.5687894838601,508.85,529.13121051614
475.6997536960754,496.0,516.3002463039246
492.03672375734607,509.65,527.2632762426539
480.51279450463574,502.0,523.4872054953643
475.3921854618204,498.75,522.1078145381796
480.80268082020535,502.25,523.6973191797947
473.84218552931566,498.0,522.1578144706843
481.7690096364339,500.5,519.2309903635661
480.90024271987636,501.5,522.0997572801236
486.0524124508744,503.15,520.2475875491256
475.4335960717871,499.75,524.0664039282128
484.564829911761,513.3,542.0351700882388
478.25369507972437,504.3,530.3463049202757
481.7750692138387,504.35,526.9249307861613
475.617830309322,502.95,530.282169690678
484.9557700569126,505.1,525.2442299430875
474.0454605473757,494.7,515.3545394526243
484.31300563822134,499.3,514.2869943617787
493.5194249289319,512.3,531.080575071068
468.4037212522719,489.9,511.39627874772805
480.9029818553084,502.7,524.4970181446915
480.8048004608889,505.8,530.7951995391111
480.6898863638847,506.65,532.6101136361153
482.22203826443746,499.0,515.7779617355625
479.97413033761893,504.05,528.1258696623811
477.9513258019637,497.75,517.5486741980363
489.55981942490496,510.05,530.5401805750951
473.54576789866104,495.7,517.854232101339
486.7325157421886,504.4,522.0674842578114
480.58253141720047,505.35,530.1174685827996
487.20335226921037,505.1,522.9966477307897
484.5693716103066,502.95,521.3306283896934
469.6948518650648,491.55,513.4051481349352
485.6847767743282,503.1,520.5152232256719
475.55317729365044,499.55,523.5468227063495
485.8398001091298,504.35,522.8601998908703
469.75172580183636,496.55,523.3482741981636
484.30198874872497,501.9,519.498011251275
479.28865906489585,497.15,515.011340935104
492.53327008234044,510.1,527.6667299176596
482.39727685001225,505.35,528.3027231499879
491.359350360268,508.6,525.840649639732
495.62411390000676,512.2,528.7758860999934
470.25558091333204,498.25,526.244419086668
482.5032997687432,502.2,521.8967002312568
489.8685290093809,501.8,513.7314709906192
482.21717699890536,505.35,528.4828230010946
481.56415437015994,503.9,526.23584562984
475.7170098068906,495.55,515.3829901931094
470.2601777600574,494.45,518.6398222399425
478.952800760772,497.25,515.547199239228
473.9772844544548,496.0,518.0227155455452
483.686654808111,504.3,524.913345191889
483.78317987780156,504.6,525.4168201221985
487.06523430557786,503.55,520.0347656944222
478.4586359950434,500.6,522.7413640049567
474.15048387600274,497.4,520.6495161239973
463.22637162461314,495.35,527.4736283753869
487.8322124634583,502.95,518.0677875365417
478.42231727039484,504.4,530.3776827296051
