L,M,H
481.0518222542453,498.2,515.3481777457547
465.51922251043214,489.7,513.8807774895679
480.67616087073037,499.25,517.8238391292697
479.9410319543024,501.55,523.1589680456976
492.5912481165549,505.45,518.3087518834451
488.34890354392417,505.45,522.5510964560758
468.82225995646905,497.45,526.077740043531
479.6528922458898,499.1,518.5471077541102
481.76267087917904,496.85,511.937329120821
487.02580710713073,502.9,518.7741928928692
476.68239223548085,503.1,529.5176077645192
484.91850618348514,508.55,532.1814938165148
475.4779183162964,497.0,518.5220816837036
463.8615731215084,490.75,517.6384268784916
476.5594289355175,500.55,524.5405710644825
483.6236850881881,503.35,523.0763149118119
475.53894715922934,498.05,520.5610528407707
469.569813946272,499.4,529.230186053728
477.5576048134598,498.1,518.6423951865403
479.4287453802359,498.2,516.9712546197641
476.37198095950134,497.8,519.2280190404987
482.6316083703755,504.05,525.4683916296245
472.7240708793511,497.95,523.1759291206489
487.4618464501055,503.6,519.7381535498946
476.53604945296877,499.75,522.9639505470312
473.7750635809579,498.35,522.9249364190421
476.0436543105469,498.7,521.3563456894531
496.5896400862124,515.9,535.2103599137876
483.9427523408357,505.85,527.7572476591644
488.67441730344547,505.3,521.9255826965546
481.9500537635024,505.2,528.4499462364976
479.16685606147917,499.7,520.2331439385208
471.39297452866055,495.95,520.5070254713395
480.60513273738906,497.65,514.694867262611
478.27335313198364,504.65,531.0266468680163
485.5137482167679,502.6,519.6862517832321
483.214600355956,501.7,520.185399644044
477.63627326965263,500.5,523.3637267303474
477.1769699881736,503.35,529.5230300118264
486.61150330815303,506.6,526.588496691847
470.7591600773666,496.0,521.2408399226334
473.75296075700186,492.75,511.74703924299814
471.6480959121754,492.0,512.3519040878246
470.29730305546695,494.4,518.502696944533
480.11920022581415,499.25,518.3807997741858
479.91964679310195,506.25,532.580353206898
486.2976324681115,504.25,522.2023675318885
474.8538148956198,496.15,517.4461851043802
479.1830948041256,506.55,533.9169051958745
480.006180633713,502.25,524.493819366287
490.2687696639903,515.1,539.9312303360097
476.91215433720953,502.0,527.0878456627904
480.53886850316667,497.95,515.3611314968333
472.6560492302584,494.35,516.0439507697416
479.19414297708636,503.1,527.0058570229137
486.34891621891813,503.65,520.9510837810818
468.62206479534626,497.05,525.4779352046537
487.0609739475414,505.85,524.6390260524586
479.98571898496266,501.7,523.4142810150373
486.1253166944942,502.9,519.6746833055057
484.6657582774427,499.65,514.6342417225572
480.40823823360734,501.95,523.4917617663926
480.8333218628151,505.05,529.266678137185
475.8871678402041,496.35,516.812832159796
472.7341244452475,493.45,514.1658755547525
485.12896744288855,506.0,526.8710325571114
485.4383057955718,504.15,522.8616942044282
476.7599140982167,496.55,516.3400859017834
466.8204003171166,492.3,517.7795996828834
482.6391653561031,501.45,520.2608346438969
481.28245297573943,501.95,522.6175470242605
471.92884742285867,496.7,521.4711525771413
477.8553420382684,500.55,523.2446579617316
489.4361091385123,510.95,532.4638908614877
474.7370247661561,494.3,513.8629752338439
479.79024309901206,496.45,513.1097569009879
481.86932183333164,501.85,521.8306781666685
477.25923410427765,495.8,514.3407658957224
480.2194266357811,500.8,521.3805733642189
478.80468457397046,501.75,524.6953154260295
487.2613203594823,504.15,521.0386796405177
477.92396247895715,496.9,515.8760375210428
478.29536394719264,498.25,518.2046360528074
479.2087213258621,501.85,524.4912786741379
491.2136410625906,511.0,530.7863589374094
476.2988532411715,498.1,519.9011467588285
477.00265502321224,499.6,522.1973449767878
480.6809778213548,501.85,523.0190221786453
474.7116627671964,500.0,525.2883372328035
486.7445221664156,506.6,526.4554778335844
474.2488921238414,500.2,526.1511078761586
477.2784829394415,498.9,520.5215170605584
485.8972407861649,508.55,531.2027592138352
481.2375044610998,498.75,516.2624955389002
486.33909274235003,506.4,526.4609072576499
482.6651914644862,505.45,528.2348085355137
476.9277964406308,497.6,518.2722035593692
469.57783248787456,494.4,519.2221675121253
477.21660624045893,502.5,527.783393759541
479.9155008321449,504.1,528.2844991678552
479.57461589372366,508.05,536.5253841062763
