L,M,H
480.1314164775329,492.45,504.76858352246705
832.7294901687516,849.5,866.2705098312484
829.8232097601319,849.2,868.5767902398682
836.5631591035481,853.75,870.9368408964519
834.7155435480761,852.4,870.0844564519239
835.1749542125045,855.65,876.1250457874954
836.9683103665611,855.05,873.1316896334388
837.8575664914059,855.2,872.5424335085942
840.4923215974264,856.45,872.4076784025737
841.7281897044124,857.5,873.2718102955876
838.3031037804627,852.8,867.2968962195372
835.1261482259383,849.55,863.9738517740616
838.6088449592676,854.15,869.6911550407324
828.5663057781239,845.5,862.4336942218761
838.4555264689087,852.25,866.0444735310913
842.6402302653338,854.8,866.9597697346661
834.748352513303,852.2,869.6516474866971
838.3358976083334,857.4,876.4641023916665
837.8571790819113,853.35,868.8428209180887
829.2673860147677,852.05,874.8326139852322
830.6571724064046,849.65,868.6428275935954
834.5584145776867,855.5,876.4415854223133
836.7022125337837,853.65,870.5977874662162
830.1113924941377,848.1,866.0886075058623
828.4809555675264,848.05,867.6190444324735
841.4200381888,859.75,878.0799618112
829.0718110077303,849.75,870.4281889922697
840.6061237244887,855.3,869.9938762755112
840.0698447968391,856.5,872.9301552031609
839.4495657615048,859.6,879.7504342384952
832.1945756429236,849.25,866.3054243570764
833.4986322757054,849.95,866.4013677242947
835.0599903100824,855.7,876.3400096899177
831.0418607318326,846.25,861.4581392681674
838.6411538918826,853.2,867.7588461081175
834.8308800479434,851.25,867.6691199520566
836.665917621907,851.5,866.334082378093
832.8137383664726,851.55,870.2862616335273
830.533936584884,846.65,862.7660634151159
836.3638494337679,848.0,859.6361505662321
833.278668276091,850.4,867.5213317239089
833.1651885534686,853.65,874.1348114465313
832.8178310708342,847.25,861.6821689291658
820.0852990072228,842.2,864.3147009927773
835.9309004053322,854.2,872.4690995946679
844.0787683955592,859.75,875.4212316044408
833.680682848319,849.35,865.0193171516811
831.665791912721,855.8,879.9342080872789
835.9894765984725,855.0,874.0105234015275
836.7609189869748,858.85,880.9390810130252
832.1668109105376,853.35,874.5331890894624
835.5335048340031,853.35,871.1664951659969
834.6672590284257,855.3,875.9327409715742
837.271143871929,853.4,869.528856128071
835.878242444181,852.55,869.221757555819
833.4662427996545,849.85,866.2337572003455
834.2720115467894,850.9,867.5279884532106
839.302243751102,854.9,870.497756248898
832.0714695438867,850.75,869.4285304561133
829.4063424445515,849.9,870.3936575554485
843.6333822092957,855.0,866.3666177907043
830.7568516086066,848.45,866.1431483913935
839.6212119724165,855.05,870.4787880275834
837.1793882763511,853.2,869.220611723649
833.8215803742049,849.45,865.0784196257952
833.9045461504219,848.75,863.5954538495781
839.0977708588857,854.8,870.5022291411142
832.7861461625026,855.35,877.9138538374974
825.6098913046761,843.55,861.4901086953238
826.8072494485133,847.15,867.4927505514867
830.7394864114732,850.6,870.4605135885269
837.091797748511,853.25,869.408202251489
837.5922556329267,851.8,866.0077443670732
831.2720951776362,850.1,868.9279048223639
839.3719084842945,855.85,872.3280915157055
828.6149423140519,844.0,859.3850576859481
828.7660983192242,846.85,864.9339016807759
831.7978440379508,856.15,880.5021559620492
837.5102824295574,851.85,866.1897175704427
840.3491982694679,857.5,874.6508017305321
831.0912066824685,851.85,872.6087933175315
831.8528056825895,851.9,871.9471943174104
843.5364858038589,858.25,872.9635141961411
833.2087278719031,851.25,869.2912721280969
838.3337121261044,853.0,867.6662878738956
828.7569820703924,849.7,870.6430179296077
828.9546300966841,851.9,874.8453699033158
833.3254575463927,850.4,867.4745424536072
840.531452339516,855.3,870.0685476604839
840.5138709356559,858.35,876.1861290643442
830.7720887998653,848.7,866.6279112001348
831.3275273103757,849.75,868.1724726896243
833.1542994308202,852.05,870.9457005691797
840.5352744046851,853.7,866.864725595315
839.5246989883545,859.25,878.9753010116455
833.8809886004475,848.75,863.6190113995525
838.8067412364975,854.75,870.6932587635025
836.4847655638513,855.2,873.9152344361488
839.8457303798057,855.95,872.0542696201944
834.1779010806288,851.95,869.7220989193713
838.9714903966577,851.35,863.7285096033423
