L,M,H
489.5416201231001,506.7,523.8583798768999
550.6672767702457,570.7,590.7327232297544
546.6805379512339,567.5,588.3194620487661
552.1425672961473,574.85,597.5574327038528
548.0963739153519,570.85,593.6036260846481
544.2122363355792,565.25,586.2877636644208
546.7168983232726,568.9,591.0831016767273
547.1756768057008,569.8,592.4243231942991
553.8982759409116,572.75,591.6017240590884
554.3760634391966,569.95,585.5239365608035
557.9664723478013,576.55,595.1335276521986
549.5157527112689,567.6,585.6842472887312
543.3337670426098,565.75,588.1662329573902
555.4866395545054,570.65,585.8133604454946
553.3825927812164,571.2,589.0174072187837
556.1469375891292,573.7,591.2530624108709
546.5626116678385,569.65,592.7373883321615
545.0645537247248,566.1,587.1354462752753
544.0794369784998,564.15,584.2205630215002
551.9931767842987,569.95,587.9068232157014
550.199862259476,568.35,586.500137740524
548.1488905689573,565.05,581.9511094310426
555.3506081181035,573.85,592.3493918818965
551.2568516086033,568.95,586.6431483913968
545.7521817160357,566.95,588.1478182839644
548.5569381356521,566.75,584.9430618643479
550.6031917301925,571.75,592.8968082698075
549.4822653115037,571.2,592.9177346884964
550.3674635663457,566.75,583.1325364336543
555.3267999534957,574.25,593.1732000465043
552.8894844546594,570.25,587.6105155453406
549.665708543274,571.7,593.734291456726
557.4488154963357,577.5,597.5511845036643
556.9953081557763,572.45,587.9046918442237
549.8498143572875,570.05,590.2501856427124
546.8823186940716,568.1,589.3176813059284
559.1463686887317,573.95,588.7536313112684
547.644048506774,567.6,587.5559514932261
552.6348641519028,572.05,591.4651358480971
555.324790716707,571.75,588.175209283293
557.1992581765664,574.05,590.9007418234335
543.5185541053105,566.55,589.5814458946894
555.3071853916639,572.7,590.0928146083362
560.7452850967181,577.45,594.154714903282
550.541143790878,569.6,588.6588562091221
549.4258243789933,568.0,586.5741756210067
549.3824198256897,569.3,589.2175801743102
546.7935010559052,566.8,586.8064989440948
553.3223913394392,572.85,592.3776086605609
550.2746195072117,572.45,594.6253804927884
554.1222860373852,571.05,587.9777139626148
555.1071044700118,573.05,590.9928955299881
550.6794072544263,568.9,587.1205927455736
558.7156222947071,571.35,583.9843777052929
548.0800562852517,569.4,590.7199437147483
556.3157429314655,570.6,584.8842570685346
550.2971391875797,568.65,587.0028608124203
551.367705618129,570.35,589.3322943818711
549.2083524262798,572.85,596.4916475737202
553.3081791331364,574.7,596.0918208668637
551.6165821814584,569.7,587.7834178185417
555.5075434889444,573.4,591.2924565110555
549.5217399287876,573.2,596.8782600712125
553.7971266740252,571.2,588.6028733259749
548.7954808029133,566.5,584.2045191970867
551.7899015651108,571.6,591.4100984348893
553.5763331306712,569.75,585.9236668693288
544.703669045321,568.55,592.3963309546789
553.7136862515772,573.8,593.8863137484227
548.5688907496553,569.8,591.0311092503446
550.6407947496725,571.15,591.6592052503274
549.3033336554564,566.55,583.7966663445435
552.0269430199553,570.2,588.3730569800448
548.6596950265664,567.35,586.0403049734336
550.8245425078932,572.0,593.1754574921068
563.5658563552753,576.25,588.9341436447247
551.7970240731004,568.6,585.4029759268997
546.8485589492875,566.8,586.7514410507124
546.6014019150781,568.0,589.3985980849219
547.1674156005275,569.05,590.9325843994724
552.151486091207,566.45,580.7485139087931
554.8137559132841,570.8,586.7862440867158
557.3993403808732,576.35,595.3006596191268
556.9985894040699,572.95,588.9014105959302
557.772392511413,576.35,594.927607488587
555.1789640042521,568.5,581.8210359957479
556.8530430677695,572.05,587.2469569322304
555.5092986548987,575.4,595.2907013451013
552.5817929461306,573.05,593.5182070538693
554.8845612135106,574.0,593.1154387864894
558.996749553107,575.15,591.303250446893
552.5303391197409,571.55,590.569660880259
553.2164171672666,572.7,592.1835828327335
557.3595593694678,573.7,590.0404406305323
558.543848130713,577.85,597.1561518692871
551.931397073796,568.0,584.068602926204
555.5626350692398,574.65,593.7373649307601
556.0648432892849,571.3,586.535156710715
555.1490582495512,569.75,584.3509417504488
551.211908315989,571.15,591.0880916840109
549.5039329318638,571.75,593.9960670681362
